Z_tech_index,country,year,format,label,type,genre,style,id,barcode,master_id,master_url,uri,catno,title,thumb,cover_image,resource_url,community,format_quantity,formats,etag
629,US,2019,"[""Vinyl"", ""LP"", ""Stereo""]","[""London Records"", ""Walthamstow Assembly Hall"", ""The Decca Record Company Limited"", ""Boosey & Hawkes""]",release,"[""Classical"", ""Stage & Screen""]","[""Opera"", ""Modern""]",7000674,"[""ZAL.4385"", ""ZAL.4386"", ""ZAL.4387"", ""ZAL.4388"", ""ZAL.4389"", ""ZAL.4390"", ""OS.25055"", ""OS.25056"", ""OS.25057""]",535642,https://api.discogs.com/masters/535642,/release/7000674-Benjamin-Britten-Peter-Grimes,OSA 1305,Benjamin Britten - Peter Grimes,,,https://api.discogs.com/releases/7000674,"{""want"": 28, ""have"": 118}",3,"[{""name"": ""Vinyl"", ""qty"": ""3"", ""descriptions"": [""LP"", ""Stereo""]}]",-Sa72QBCRPd6znCtyixzA6z0abU
630,Germany,1994,"[""CD"", ""Compilation""]","[""More Music And Media"", ""Sony BMG Music Entertainment"", ""More Music And Media GmbH & Co. KG"", ""More Music And Media GmbH & Co. KG"", ""Kdg"", ""Club Champagne""]",release,"[""Electronic"", ""Pop""]","[""House"", ""Tech House"", ""Disco"", ""Synth-pop"", ""Hi NRG"", ""Italo-Disco""]",6516533,"[""828768572429"", ""LC 00708"", ""GEMA"", ""632.686.A 82876857242 #1"", ""632.686.B 82876857242 #1"", ""IFPI 3066""]",0,,/release/6516533-Various-Club-Champagne-No-II,82876857242,Various - Club Champagne No. II,,,https://api.discogs.com/releases/6516533,"{""want"": 3, ""have"": 7}",2,"[{""name"": ""CD"", ""qty"": ""2"", ""descriptions"": [""Compilation""]}]",-Sa72QBCRPd6znCtyixzA6z0abU
631,UK,1997,"[""Cassette"", ""Limited Edition"", ""Mixed"", ""Unofficial Release""]","[""Fantazia"", ""Westpoint Exhibition Centre""]",release,"[""Electronic""]","[""Breakbeat"", ""Hardcore"", ""Techno""]",1708207,[],273614,https://api.discogs.com/masters/273614,/DJ-Easygroove-Ratty-Fantazia-Takes-You-Into-1992/release/1708207,none,DJ Easygroove / Ratty* - Fantazia Takes You Into 1992,,,https://api.discogs.com/releases/1708207,"{""want"": 36, ""have"": 5}",1,"[{""name"": ""Cassette"", ""qty"": ""1"", ""descriptions"": [""Limited Edition"", ""Mixed"", ""Unofficial Release""]}]",-Sa72QBCRPd6znCtyixzA6z0abU
632,UK,1991,"[""Vinyl"", ""LP"", ""Album"", ""Stereo""]","[""Decca"", ""Decca"", ""Walthamstow Assembly Hall"", ""The Decca Record Company Limited"", ""Decca Studios"", ""The Decca Record Company Limited"", ""Hawkes & Son""]",release,"[""Classical""]","[""Opera"", ""Modern""]",4785280,"[""SXL.2150"", ""SXL.2151"", ""SXL.2152"", ""ZAL.4385"", ""ZAL.4386"", ""ZAL.4387"", ""ZAL.4388"", ""ZAL.4389"", ""ZAL.4390"", ""ZAL-4385-1E BI ⵎT 2 1 SM"", ""ZAL-4386-2E K 1"", ""ZAL-4387-3D K ⵎT 3 2 B SM"", ""ZAL-4388-2E M ⵎT 2 B"", ""ZAL-4389-2E C ⵎT 2 1 SM"", ""ZAL-4390-2E K ⵎT 2 1 SM""]",535642,https://api.discogs.com/masters/535642,/release/4785280-Benjamin-Britten-Peter-Grimes,SXL 2150-2,Benjamin Britten - Peter Grimes,,,https://api.discogs.com/releases/4785280,"{""want"": 67, ""have"": 65}",3,"[{""name"": ""Vinyl"", ""qty"": ""3"", ""descriptions"": [""LP"", ""Album"", ""Stereo""]}]",-Sa72QBCRPd6znCtyixzA6z0abU
633,Europe,1994,"[""CD"", ""Album"", ""Stereo""]","[""Ear Music"", ""Intact Records"", ""Intact Records"", ""edel music & entertainment GmbH"", ""Optimal Media GmbH""]",release,"[""Rock""]","[""Prog Rock""]",22349008,"[""4 029759 174240"", ""4029759174240"", ""LC 36979"", ""GEMA/BIEM"", ""0217170EMU"", ""AL55577-01 manufactured by optimal media GmbH"", ""IFPI L577"", ""IFPI 9758""]",2531977,https://api.discogs.com/masters/2531977,/release/22349008-Marillion-An-Hour-Before-Its-Dark,0217424EMU,Marillion - An Hour Before It's Dark,,,https://api.discogs.com/releases/22349008,"{""want"": 36, ""have"": 559}",1,"[{""name"": ""CD"", ""qty"": ""1"", ""text"": ""Digipak"", ""descriptions"": [""Album"", ""Stereo""]}]",-Sa72QBCRPd6znCtyixzA6z0abU
634,Europe,1992,"[""Blu-ray"", ""Album"", ""Stereo"", ""Multichannel""]","[""Ear Music"", ""Optimal Media GmbH""]",release,"[""Rock""]","[""Prog Rock""]",22397854,"[""4029759171751"", ""LC 36979"", ""GEMA/BIEM"", ""EL60543-01 manufactured by optimal media GmbH_L0"", ""IFPI L579"", ""EL60543-01_L1"", ""IFPI L579"", ""IFPI 9752""]",2531977,https://api.discogs.com/masters/2531977,/release/22397854-Marillion-An-Hour-Before-Its-Dark,0217175EMU,Marillion - An Hour Before It's Dark,,,https://api.discogs.com/releases/22397854,"{""want"": 19, ""have"": 328}",1,"[{""name"": ""Blu-ray"", ""qty"": ""1"", ""descriptions"": [""Album"", ""Stereo"", ""Multichannel""]}]",-Sa72QBCRPd6znCtyixzA6z0abU
635,Germany,1991,"[""Vinyl"", ""LP"", ""Album""]","[""Rolling Stones Records"", ""Rolling Stones Records"", ""Promotone B.V."", ""Rolling Stones Records"", ""Promotone B.V."", ""WEA Musik GmbH""]",release,"[""Rock""]","[""Rock & Roll""]",14471593,"[""GEMA"", ""ST-RS-743 197"", ""ST-RS-743 198"", ""WEA ST-RS-743197-IV Manufactured in Germany ROLLING STONES RECORDS "", ""WEA ST-RS-743198-III ROLLING STONES RECORDS Manufactured in Germany"", ""U""]",52926,https://api.discogs.com/masters/52926,/release/14471593-The-Rolling-Stones-Its-Only-Rock-N-Roll,COC 59 103,The Rolling Stones - It's Only Rock 'N Roll,,,https://api.discogs.com/releases/14471593,"{""want"": 108, ""have"": 265}",1,"[{""name"": ""Vinyl"", ""qty"": ""1"", ""descriptions"": [""LP"", ""Album""]}]",-Sa72QBCRPd6znCtyixzA6z0abU
636,Italy,1991,"[""Vinyl"", ""LP"", ""Album"", ""Reissue""]","[""Rolling Stones Records"", ""Promotone B.V."", ""Promotone B.V."", ""Musicland Studios"", ""Jobete London Music Ltd."", ""Jobete Music, Inc."", ""Essex Music International"", ""EMI ITALIANA S.p.A.""]",release,"[""Rock""]","[""Rock & Roll"", ""Classic Rock""]",9053058,"[""63075-A- 18-10-79 I"", ""63075  B- 30-10-79 II""]",52926,https://api.discogs.com/masters/52926,/release/9053058-The-Rolling-Stones-Its-Only-Rock-N-Roll,3c 064-63075,The Rolling Stones - It's Only Rock 'N Roll,,,https://api.discogs.com/releases/9053058,"{""want"": 120, ""have"": 35}",1,"[{""name"": ""Vinyl"", ""qty"": ""1"", ""descriptions"": [""LP"", ""Album"", ""Reissue""]}]",-Sa72QBCRPd6znCtyixzA6z0abU
637,Spain,1991,"[""CD"", ""Compilation""]","[""Café Del Mar Music"", ""Café Del Mar"", ""Café Del Mar Music"", ""Café Del Mar Music"", ""Paster-sound Studio, Moscow"", ""Paster-sound Studio, Moscow"", ""B-Note Studio, Bern"", ""B-Note Studio, Bern"", ""Rue Du Soleil Studio"", ""Rue Du Soleil Studio"", ""Rue Du Soleil Studio"", ""Rue Du Soleil Studio"", ""Studio Oxo"", ""Studio Oxo"", ""Studio Oxo"", ""Studio Oxo"", ""Insolites"", ""'901 Studios / Ibiza"", ""'901 Studios / Ibiza"", ""Music Lan Recording Studios"", ""The Jump Studios"", ""Sia Studios"", ""Audioclip, Madrid"", ""Audioclip, Madrid"", ""MelibeA Studios Germany"", ""antibemusic"", ""Far East Studios"", ""Far East Studios"", ""Boxbergstudios"", ""AGP Digital Studios"", ""Ayuntamiento de Rivas Vaciamadrid"", ""Absolute Digital Media"", ""Ypey Studio"", ""Big World Publishing"", ""Atticmonkey Recordings"", ""AleX's Home Music"", ""Sonic Vista Studios"", ""Sonic Vista Studios"", ""Cd Pool Music"", ""Ibiza Music & Clothes"", ""Fusión Ediciones"", ""Chinchin""]",release,"[""Electronic""]","[""Future Jazz"", ""Downtempo"", ""Ambient""]",1056578,"[""8 431042 016032"", ""PRS"", ""I-12-2007"", ""01-2007-64"", ""CD POOL MUSIC DPCD-2570-I"", ""CD POOL MUSIC DPCD-2570-II"", ""IFPI LD51"", ""none""]",0,,/release/1056578-Various-Caf%C3%A9-Del-Mar-Volumen-Catorce,01-2007-64,Various - Café Del Mar - Volumen Catorce,,,https://api.discogs.com/releases/1056578,"{""want"": 66, ""have"": 483}",2,"[{""name"": ""CD"", ""qty"": ""2"", ""text"": ""Digipak"", ""descriptions"": [""Compilation""]}]",-Sa72QBCRPd6znCtyixzA6z0abU
638,France,1991,"[""CD"", ""Compilation""]","[""Fan Club"", ""New Rose"", ""Columbia Recording Studios"", ""Columbia 30th Street Studio"", ""Columbia Studio A"", ""Columbia Recording Studios, Nashville"", ""Columbia Recording Studio \""B\"" Nashville, Tennessee"", ""K&K Studio City"", ""Capitol Studios, New York City"", ""MPO""]",release,"[""Rock""]","[""Garage Rock"", ""Pop Rock""]",2388827,"[""NR 760"", ""SACEM SDRM SACD SGDL"", ""FC 012 CD MPO 01 @"", ""COMPACT DISC MPO FRANCE 10""]",266253,https://api.discogs.com/masters/266253,/release/2388827-The-Remains-The-Remains,FC 012 CD,The Remains - The Remains,,,https://api.discogs.com/releases/2388827,"{""want"": 26, ""have"": 117}",1,"[{""name"": ""CD"", ""qty"": ""1"", ""descriptions"": [""Compilation""]}]",-Sa72QBCRPd6znCtyixzA6z0abU
639,US,1991,"[""Vinyl"", ""LP"", ""Reissue"", ""Stereo"", ""Box Set""]","[""London Records"", ""Walthamstow Assembly Hall"", ""The Decca Record Company Limited"", ""Boosey & Hawkes"", ""Decca Record Co. Ltd., Pressing Plant, UK.""]",release,"[""Classical"", ""Stage & Screen""]","[""Opera"", ""Modern""]",13350984,"[""ZAL.4385-9L DK  JT 1"", ""ZAL.4386-8L DI JT 1"", ""ZAL.4387-8L BH 1 JT"", ""ZAL.4388-12L DC JT 41 SM A"", ""ZAL.4389-9L DO JT 1"", ""ZAL.4390-9L  UB 1 JT""]",535642,https://api.discogs.com/masters/535642,/release/13350984-Benjamin-Britten-Peter-Grimes,OSA 1305,Benjamin Britten - Peter Grimes,,,https://api.discogs.com/releases/13350984,"{""want"": 9, ""have"": 60}",3,"[{""name"": ""Vinyl"", ""qty"": ""3"", ""descriptions"": [""LP"", ""Reissue"", ""Stereo""]}, {""name"": ""Box Set"", ""qty"": ""1""}]",-Sa72QBCRPd6znCtyixzA6z0abU
640,US,1991,"[""Cassette"", ""Album""]","[""Virtua 94 Records""]",release,"[""Electronic"", ""Funk / Soul""]","[""Experimental"", ""Funk"", ""Vaporwave""]",14328096,[],1650267,https://api.discogs.com/masters/1650267,/Phoenix-2772-The-Sunset/release/14328096,none,Phoenix #2772 - The Sunset,,,https://api.discogs.com/releases/14328096,"{""want"": 20, ""have"": 16}",1,"[{""name"": ""Cassette"", ""qty"": ""1"", ""descriptions"": [""Album""]}]",-Sa72QBCRPd6znCtyixzA6z0abU
641,Europe,1991,"[""CD"", ""Album"", ""Copy Protected""]","[""Edel Records"", ""Vagabond Productions"", ""Edel Records GmbH"", ""Vagabond Productions, Inc."", ""Edel Records"", ""Speech Music Publishing, Inc."", ""Kasz Money Publishing"", ""Casa Mena Publishing"", ""Africa Nostra"", ""Zaiah Music"", ""Vagabond Productions"", ""Lifemusik.com"", ""Zaiah Music"", ""The Podium"", ""Dr. Luke's"", ""The Podium"", ""Stonehenge Recording"", ""Glenn Schick Mastering"", ""Optimal Media Production"", ""Optimal Media Production""]",release,"[""Hip Hop""]","[""Pop Rap"", ""Conscious""]",2032731,"[""4 029758 559925"", ""LC 01666"", ""GEMA/BIEM"", ""manufactured by optimal media production A405345-01"", ""IFPI L571"", ""IFPI 9718"", ""IFPI 9721"", ""IFPI 9710""]",77478,https://api.discogs.com/masters/77478,/release/2032731-Arrested-Development-Among-The-Trees,0155992ERE,Arrested Development - Among The Trees,,,https://api.discogs.com/releases/2032731,"{""want"": 27, ""have"": 222}",1,"[{""name"": ""CD"", ""qty"": ""1"", ""descriptions"": [""Album"", ""Copy Protected""]}]",-Sa72QBCRPd6znCtyixzA6z0abU
642,Europe,1991,"[""Blu-ray""]","[""Racket Records"", ""Racket Records"", ""Racket Records"", ""Identity Media"", ""Center Parcs, Port Zelande"", ""Sony DADC"", ""Sony DADC"", ""Sony DADC"", ""Sony DADC"", ""Sony DADC"", ""Sony DADC""]",release,"[""Rock""]","[""Prog Rock""]",9605486,"[""[One-Blue logo] A0102767532-A913  1000   1A00"", ""[One-Blue logo] A0102767532-B913  1000   1A00"", ""[One-Blue logo] A0102767531-A923  2000  1A00"", ""[One-Blue logo] A0102767531-B923  1000   1A00"", ""[One-Blue logo] A0102767530-A933  1000  1A00"", ""[One-Blue logo]  A0102767530-B933  1000   1A00"", ""IFPI LY26"", ""IFPI LY27"", ""IFPI LY26"", ""IFPI LY27"", ""IFPI LY27"", ""IFPI LY26"", ""IFPI 947L"", ""IFPI 947M"", ""IFPI 943I"", ""IFPI 948J""]",1486606,https://api.discogs.com/masters/1486606,/release/9605486-Marillion-Out-Of-The-Box-Marillion-Weekend-2015,RACKET112BD,Marillion - Out Of The Box-Marillion Weekend 2015,,,https://api.discogs.com/releases/9605486,"{""want"": 38, ""have"": 291}",3,"[{""name"": ""Blu-ray"", ""qty"": ""3""}]",-Sa72QBCRPd6znCtyixzA6z0abU
643,Europe,1991,"[""CD"", ""Album""]","[""Ear Music"", ""Ear Music"", ""Intact Records"", ""Intact Records"", ""edel music & entertainment GmbH"", ""Optimal Media GmbH""]",release,"[""Rock""]","[""Prog Rock""]",22545227,"[""4 029759 174257"", ""GEMA/BIEM"", ""LC 36979"", ""AL55577-01 manufactured by optimal media GmbH"", ""IFPI L577"", ""IFPI 9703""]",2531977,https://api.discogs.com/masters/2531977,/release/22545227-Marillion-An-Hour-Before-Its-Dark,0217425EMU,Marillion - An Hour Before It's Dark,,,https://api.discogs.com/releases/22545227,"{""want"": 27, ""have"": 209}",1,"[{""name"": ""CD"", ""qty"": ""1"", ""text"": ""Jewel case"", ""descriptions"": [""Album""]}]",-Sa72QBCRPd6znCtyixzA6z0abU
644,UK,2016,"[""Vinyl"", ""LP"", ""Stereo""]","[""Decca"", ""Walthamstow Assembly Hall"", ""Decca Studios"", ""The Decca Record Company Limited"", ""Hawkes & Son"", ""Decca Record Co. Ltd., Pressing Plant, UK.""]",release,"[""Classical"", ""Stage & Screen""]","[""Opera"", ""Modern""]",14252897,"[""ZAL-4385-9L"", ""ZAL-4386-9L"", ""ZAL-4387-8L"", ""ZAL-4388-11L"", ""ZAL-4389-8L"", ""ZAL-4390-8L"", ""ZAL.4385"", ""ZAL.4386"", ""ZAL.4387"", ""ZAL.4388"", ""ZAL.4389"", ""ZAL.4390"", ""SXL.2150"", ""SXL.2151"", ""SXL.2152""]",535642,https://api.discogs.com/masters/535642,/release/14252897-Benjamin-Britten-Peter-Grimes,SXL 2150-2,Benjamin Britten - Peter Grimes,,,https://api.discogs.com/releases/14252897,"{""want"": 21, ""have"": 40}",3,"[{""name"": ""Vinyl"", ""qty"": ""3"", ""text"": ""Box, WB, ED2"", ""descriptions"": [""LP"", ""Stereo""]}]",-Sa72QBCRPd6znCtyixzA6z0abU
645,Germany,1991,"[""CD"", ""Album""]","[""Intercord Ton GmbH"", ""Hollywood Records"", ""Hollywood Records"", ""Hollywood Records"", ""Intercord Ton GmbH"", ""Sonopress""]",release,"[""Electronic"", ""Hip Hop"", ""Rock"", ""Stage & Screen""]","[""Alternative Rock"", ""Pop Rock"", ""House"", ""RnB/Swing"", ""Arena Rock"", ""Funk""]",3637096,"[""4 006758 451794"", ""SONOPRESS G-1981 / 845179 A1"", ""LC 1109""]",441680,https://api.discogs.com/masters/441680,/release/3637096-Various-Steinzeit-Junior-Music-From-The-Original-Motion-Picture-Soundtrack,INT 845.179,Various - Steinzeit Junior (Music From The Original Motion Picture Soundtrack),,,https://api.discogs.com/releases/3637096,"{""want"": 17, ""have"": 42}",1,"[{""name"": ""CD"", ""qty"": ""1"", ""descriptions"": [""Album""]}]",-Sa72QBCRPd6znCtyixzA6z0abU
646,Europe,1991,"[""Box Set"", ""Compilation"", ""Limited Edition"", ""CD"", ""Album"", ""CD"", ""Album"", ""CD"", ""Album"", ""CD"", ""Album"", ""CD"", ""Album"", ""CD"", ""Album"", ""CD"", ""Album"", ""CD"", ""Album"", ""CD"", ""Album"", ""CD"", ""Album"", ""CD"", ""Album"", ""CD"", ""Album"", ""CD"", ""Album"", ""CD"", ""Compilation""]","[""Rolling Stones Records"", ""CBS Records"", ""CBS Records""]",release,"[""Rock"", ""Reggae"", ""Blues""]","[""Rhythm & Blues"", ""Rock & Roll"", ""Disco""]",3734992,"[""5 099746 691820"", ""CDX"", ""01-466918-10"", ""450 195 2"", ""5 099745 019526"", ""CDCBS-450195 33 B3 MASTERED BY DADC AUSTRIA"", ""450 196 2"", ""5 099745 019625"", ""CDCBS-450196 11 D4 MANUFACTURED BY DADC AUSTRIA"", ""450 207 2"", ""5 099745 020720"", ""CDCBS-450207 22 A5 MASTERED BY DADC AUSTRIA"", ""450 202 2"", ""5 099745 020225"", ""CDCBS-450202 41 B2 MASTERED BY DADC AUSTRIA"", ""450 203 2"", ""5 099745 020324"", ""CDCBS-450203 22 A1 MASTERED BY DADC AUSTRIA"", ""450 208 2"", ""5 099745 020829"", ""1-CDCBS-450208 21 B3 MASTERED BY DADC AUSTRIA"", ""2-CDCBS-450208 12 B1 MASTERED BY DADC AUSTRIA"", ""450 197 2"", ""5 099745 019724"", ""CDCBS-450197 31 A11 MASTERED BY DADC AUSTRIA"", ""450 206 2"", ""5 099745 020621"", ""CDCBS-450206 12 C3 MASTERED BY DADC AUSTRIA"", ""450 198 2"", ""5 099745 019823"", ""CDCBS-450198 22 D2 MASTERED BY DADC AUSTRIA"", ""450 204 2"", ""5 099745 020423"", ""CDCBS-450204 31 C3 MASTERED BY DADC AUSTRIA"", ""450 200 2"", ""5 099745 020027"", ""CDCBS-450200 12 A3 MASTERED BY DADC AUSTRIA"", ""465 953 2"", ""5 099746 595326"", ""CDCBS-86321 23 A5 MASTERED BY DADC AUSTRIA"", ""465 752 2"", ""5 099746 575229"", ""CDCBS-465752 12 A3 MASTERED BY DADC AUSTRIA "", ""466 918 2"", ""CDCBS-466918 13 A5 MASTERED BY DADC AUSTRIA""]",0,,/release/3734992-The-Rolling-Stones-Collection-1971-1989,466 918 2,The Rolling Stones - Collection 1971-1989,,,https://api.discogs.com/releases/3734992,"{""want"": 111, ""have"": 396}",15,"[{""name"": ""Box Set"", ""qty"": ""1"", ""descriptions"": [""Compilation"", ""Limited Edition""]}, {""name"": ""CD"", ""qty"": ""1"", ""descriptions"": [""Album""]}, {""name"": ""CD"", ""qty"": ""1"", ""descriptions"": [""Album""]}, {""name"": ""CD"", ""qty"": ""1"", ""descriptions"": [""Album""]}, {""name"": ""CD"", ""qty"": ""1"", ""descriptions"": [""Album""]}, {""name"": ""CD"", ""qty"": ""1"", ""descriptions"": [""Album""]}, {""name"": ""CD"", ""qty"": ""2"", ""descriptions"": [""Album""]}, {""name"": ""CD"", ""qty"": ""1"", ""descriptions"": [""Album""]}, {""name"": ""CD"", ""qty"": ""1"", ""descriptions"": [""Album""]}, {""name"": ""CD"", ""qty"": ""1"", ""descriptions"": [""Album""]}, {""name"": ""CD"", ""qty"": ""1"", ""descriptions"": [""Album""]}, {""name"": ""CD"", ""qty"": ""1"", ""descriptions"": [""Album""]}, {""name"": ""CD"", ""qty"": ""1"", ""descriptions"": [""Album""]}, {""name"": ""CD"", ""qty"": ""1"", ""descriptions"": [""Album""]}, {""name"": ""CD"", ""qty"": ""1"", ""text"": ""Bonus CD"", ""descriptions"": [""Compilation""]}]",-Sa72QBCRPd6znCtyixzA6z0abU
647,Netherlands,2015,"[""CD"", ""Compilation"", ""Unofficial Release""]","[""Dor Music"", ""Dor Music"", ""Het Beste Uit De Enige Echte Mega Top 100 98"", ""Dor Music Holland B.V.""]",release,"[""Electronic"", ""Hip Hop"", ""Rock"", ""Pop""]","[""Eurodance"", ""Europop"", ""House"", ""Pop Rock"", ""RnB/Swing"", ""Pop Rap"", ""Country Rock""]",6305288,"[""4439284772031"", ""4 439284 772031"", ""CD 1 Vol X"", ""CD 2 Vol X"", ""BIEM / STEMRA""]",0,,/release/6305288-Various-Het-Beste-Uit-De-Enige-Echte-Mega-Top-100-98-Volume-10,8851 - 1 - 1098 - 0 - 2 - 2,Various - Het Beste Uit De Enige Echte Mega Top 100 98 Volume 10,,,https://api.discogs.com/releases/6305288,"{""want"": 2, ""have"": 24}",2,"[{""name"": ""CD"", ""qty"": ""2"", ""descriptions"": [""Compilation"", ""Unofficial Release""]}]",-Sa72QBCRPd6znCtyixzA6z0abU
648,Canada,2015,"[""CD"", ""Album""]","[""Hollywood Records"", ""Hollywood Pictures"", ""Hollywood Pictures"", ""Sony Music"", ""Warner Special Products"", ""Warner Music Canada Ltd"", ""Time Warner"", ""Cinram"", ""Sausalito & Global Inc."", ""New Management PTY Ltd"", ""Filthy Lucre"", ""Rising Force Productions"", ""Rumbo Recorders"", ""Record Plant, Los Angeles"", ""One On One Studios"", ""Encore Studios"", ""The Vault"", ""Festival Studios"", ""Paradise Studios"", ""RBX Studios"", ""Metropolis Audio"", ""Hothouse Audio"", ""Devonshire Studios"", ""New Orleans Recording Company"", ""La La Land, Reno"", ""Skanless Studios"", ""H.O.S."", ""6122 Studio"", ""Rumbo Recorders"", ""Record Plant, Los Angeles"", ""Encore Studios"", ""EMI Studios 301"", ""RBX Studios"", ""Hothouse Audio"", ""Devonshire Studios"", ""The Enterprise"", ""La La Land, Reno"", ""Ocean Way Recording"", ""6122 Studio"", ""Sound City Studios"", ""Precision Mastering"", ""Hollywood Pictures Music"", ""Blonde Baby Music"", ""Tranquility Ace Songs"", ""HolPic Music, Inc."", ""Ranch Rock Music"", ""EMI Blackwood Music Inc."", ""Queen Music Ltd."", ""Beechwood Music Corp."", ""Def Jam Music, Inc."", ""LL Cool J Publishing"", ""Marley Marl Music"", ""Ian Whitcomb Songs"", ""Australian Mushroom Music"", ""Cyco Miko Loc'd Zak"", ""Sarsippius Songs"", ""David Dunn Songs"", ""Beckie Publ. Co., Inc."", ""Longitude Music Co."", ""Honey Songs"", ""BMG Songs, Inc."", ""SyVy Music"", ""Steve Vai"", ""Onay Music Co."", ""Agarita Music"", ""Caliber Music"", ""Good High Music"", ""T-Ride Publishing"", ""Falferious Music"", ""Loc'd Out Music"", ""Brown Acid Music"", ""One Stroke Music"", ""Varry White Music"", ""Word Life Music"", ""Bizarre Music""]",release,"[""Electronic"", ""Hip Hop"", ""Rock"", ""Folk, World, & Country"", ""Stage & Screen""]","[""Soundtrack"", ""Hard Rock"", ""Glam"", ""Pop Rock"", ""Thrash"", ""House"", ""Aboriginal"", ""Funk Metal"", ""Classic Rock"", ""Blues Rock"", ""Indie Rock"", ""Pop Rap""]",11006984,"[""7 2061-61330-2 1"", ""720616133021"", ""#950515MM CD-61330 MFG BY CINRAM""]",441680,https://api.discogs.com/masters/441680,/release/11006984-Various-Encino-Man-Music-From-The-Original-Motion-Picture-Soundtrack,CD 61330,Various - Encino Man (Music From The Original Motion Picture Soundtrack),,,https://api.discogs.com/releases/11006984,"{""want"": 12, ""have"": 37}",1,"[{""name"": ""CD"", ""qty"": ""1"", ""descriptions"": [""Album""]}]",-Sa72QBCRPd6znCtyixzA6z0abU
649,UK,1991,"[""Vinyl"", ""LP"", ""Album"", ""Reissue"", ""Stereo"", ""Box Set""]","[""Decca"", ""Decca"", ""Decca"", ""Hawkes & Son""]",release,"[""Classical""]","[""Opera"", ""Contemporary""]",16142033,"[""SXL.2150"", ""ZAL.4385"", ""ZAL.4390"", ""SXL.2151"", ""ZAL.4386"", ""ZAL.4389"", ""SXL.2152"", ""ZAL.4387"", ""ZAL.4388"", ""ZAL-4385-11G BC 1"", ""ZAL-4390-11G UB 3D"", ""ZAL-4386-12G BC 2D"", ""ZAL-4389-11G BC 2D"", ""ZAL-4387-13G BH 1"", ""ZAL-4388-14G UC 3C""]",535642,https://api.discogs.com/masters/535642,/release/16142033-Benjamin-Britten-Peter-Grimes,SXL 2150-2,Benjamin Britten - Peter Grimes,,,https://api.discogs.com/releases/16142033,"{""want"": 12, ""have"": 23}",3,"[{""name"": ""Vinyl"", ""qty"": ""3"", ""descriptions"": [""LP"", ""Album"", ""Reissue"", ""Stereo""]}, {""name"": ""Box Set"", ""qty"": ""1""}]",-Sa72QBCRPd6znCtyixzA6z0abU
650,Europe,1991,"[""CD"", ""Album"", ""Limited Edition""]","[""Ear Music"", ""Intact Records"", ""Intact Records"", ""Edel Music & Entertainment Gmbh"", ""The Racket Club"", ""Real World Studios"", ""Ace Studio""]",release,"[""Rock""]","[""Prog Rock""]",22371589,"[""4 029759 171706"", ""LC 36979"", ""AL55577-01  manufactured by optimal media GmbH"", ""IFPI L577"", ""IFPI 9703"", ""GEMA/BIEM""]",2531977,https://api.discogs.com/masters/2531977,/release/22371589-Marillion-An-Hour-Before-Its-Dark,0217170EMU,Marillion - An Hour Before It's Dark,,,https://api.discogs.com/releases/22371589,"{""want"": 22, ""have"": 149}",1,"[{""name"": ""CD"", ""qty"": ""1"", ""descriptions"": [""Album"", ""Limited Edition""]}]",-Sa72QBCRPd6znCtyixzA6z0abU
651,Australia,1992,"[""CD"", ""Album""]","[""Hollywood Records"", ""Hollywood Pictures"", ""Liberation Records Pty. Ltd."", ""Disctronics B""]",release,"[""Electronic"", ""Hip Hop"", ""Rock"", ""Stage & Screen""]","[""Alternative Rock"", ""Pop Rock"", ""House"", ""RnB/Swing"", ""Arena Rock"", ""Funk""]",9666621,"[""9399603085721""]",441680,https://api.discogs.com/masters/441680,/release/9666621-Various-Encino-Man-Music-From-The-Original-Motion-Picture-Soundtrack,D 30857,Various - Encino Man (Music From The Original Motion Picture Soundtrack),,,https://api.discogs.com/releases/9666621,"{""want"": 10, ""have"": 29}",1,"[{""name"": ""CD"", ""qty"": ""1"", ""descriptions"": [""Album""]}]",-Sa72QBCRPd6znCtyixzA6z0abU
652,Australia,2011,"[""Vinyl"", ""LP"", ""Compilation"", ""Box Set""]","[""His Master's Voice"", ""The Gramophone Co. Ltd."", ""EMI (Australia) Limited""]",release,"[""Classical""]","[""Opera"", ""Operetta""]",18491764,"[""2XEA4507"", ""2XEA4508"", ""2XEA4509"", ""2XEA4510"", ""2XEA4511"", ""2XEA4512"", ""OCLP-3718"", ""OCLP-3719"", ""OCLP-3720""]",2547599,https://api.discogs.com/masters/2547599,/release/18491764-Various-Stars-Of-The-Old-Vic-And-Sadlers-Wells,RLS 707,Various - Stars Of The Old Vic And Sadlers Wells,,,https://api.discogs.com/releases/18491764,"{""want"": 0, ""have"": 11}",3,"[{""name"": ""Vinyl"", ""qty"": ""3"", ""descriptions"": [""LP"", ""Compilation""]}, {""name"": ""Box Set"", ""qty"": ""1""}]",-Sa72QBCRPd6znCtyixzA6z0abU
