id_main,uri,title,description,duration,embed
100050,https://www.youtube.com/watch?v=6j8kstftrbk,Disscode ‎– I Need A Man,"Disscode – I Need A Man
Label: Wizz Records – WIZZ 20
Released: 1995

Tracklist

A1  I Need A Man (Original Mix)
A2  I Need A Man (Disscode's Nu Nrg Remix)
B1  I Need A Man (Hard 2 Dance Wizz'ard Remix)
B2  Get It On - Featuring – Dr. Magic",0,1
100050,https://www.youtube.com/watch?v=HLZxTO-UiOI,Disscode - I Need A Man (Hard 2 Dance Wizz'ard Remix) [WIZZ20],"Discogs: https://www.discogs.com/release/10357353-Disscode-I-Need-A-Man

Artist: Disscode
Track: I Need A Man (Hard 2 Dance Wizz'ard Remix)
EP Title: I Need A Man
Label: Wizz Records
Catalog #: WIZZ20
Genre: Progressive House, House
Year: 1995

",425,1
100050,https://www.youtube.com/watch?v=6j8kstftrbk,Disscode ‎– I Need A Man,"Disscode – I Need A Man
Label: Wizz Records – WIZZ 20
Released: 1995

Tracklist

A1  I Need A Man (Original Mix)
A2  I Need A Man (Disscode's Nu Nrg Remix)
B1  I Need A Man (Hard 2 Dance Wizz'ard Remix)
B2  Get It On - Featuring – Dr. Magic",0,1
100050,https://www.youtube.com/watch?v=HLZxTO-UiOI,Disscode - I Need A Man (Hard 2 Dance Wizz'ard Remix) [WIZZ20],"Discogs: https://www.discogs.com/release/10357353-Disscode-I-Need-A-Man

Artist: Disscode
Track: I Need A Man (Hard 2 Dance Wizz'ard Remix)
EP Title: I Need A Man
Label: Wizz Records
Catalog #: WIZZ20
Genre: Progressive House, House
Year: 1995

",425,1
100050,https://www.youtube.com/watch?v=AUKp02VIt5M,Disscode - I Need A Man (Disscode's Nu Nrg Remix) #Revibed,"💎 Full HQ release available on Revibed: https://bit.ly/4btej86
➡️ Join today the first-ever online music store of rare digital reissues: https://bit.ly/revibed_

_______________________

Follow Revibed

🟣 Instagram: https://www.instagram.com/revibed.music",322,1
100050,https://www.youtube.com/watch?v=6j8kstftrbk,Disscode ‎– I Need A Man,"Disscode – I Need A Man
Label: Wizz Records – WIZZ 20
Released: 1995

Tracklist

A1  I Need A Man (Original Mix)
A2  I Need A Man (Disscode's Nu Nrg Remix)
B1  I Need A Man (Hard 2 Dance Wizz'ard Remix)
B2  Get It On - Featuring – Dr. Magic",0,1
100050,https://www.youtube.com/watch?v=HLZxTO-UiOI,Disscode - I Need A Man (Hard 2 Dance Wizz'ard Remix) [WIZZ20],"Discogs: https://www.discogs.com/release/10357353-Disscode-I-Need-A-Man

Artist: Disscode
Track: I Need A Man (Hard 2 Dance Wizz'ard Remix)
EP Title: I Need A Man
Label: Wizz Records
Catalog #: WIZZ20
Genre: Progressive House, House
Year: 1995

",425,1
10028704,https://www.youtube.com/watch?v=dlBqLDEv40s,A Whiter Shade of Pale,"Provided to YouTube by Rhino/Elektra

A Whiter Shade of Pale · Joe Cocker

Luxury You Can Afford

℗ 1978 Elektra Entertainment Group for the United States and WEA International Inc. for the world outside of the United States.

Producer: Allen Toussaint",328,1
10028704,https://www.youtube.com/watch?v=1uHEe26PL7U,Fun Time,"Provided to YouTube by Rhino/Elektra

Fun Time · Joe Cocker

Luxury You Can Afford

℗ 1978 Elektra Entertainment Group for the United States and WEA International Inc. for the world outside of the United States.

Unknown: Alex Sadkin
Horns  Arranger: A",161,1
10028704,https://www.youtube.com/watch?v=grv63HDA1E8,Watching the River Flow,"Provided to YouTube by Rhino/Elektra

Watching the River Flow · Joe Cocker

Luxury You Can Afford

℗ 1978 Elektra Entertainment Group for the United States and WEA International Inc. for the world outside of the United States.

Unknown: Alex Sadkin
Ele",197,1
10028704,https://www.youtube.com/watch?v=2K3o6-SuJqE,I Can't Say No,"Provided to YouTube by Rhino/Elektra

I Can't Say No · Joe Cocker

Luxury You Can Afford

℗ 1978 Elektra Entertainment Group for the United States and WEA International Inc. for the world outside of the United States.

Unknown: Alex Sadkin
Clavinet, Or",172,1
10028704,https://www.youtube.com/watch?v=mDuE7A3Qh3s,Southern Lady,"Provided to YouTube by Rhino/Elektra

Southern Lady · Joe Cocker

Luxury You Can Afford

℗ 1978 Elektra Entertainment Group for the United States and WEA International Inc. for the world outside of the United States.

Unknown: Alex Sadkin
Organ: Allen ",197,1
10028704,https://www.youtube.com/watch?v=YzcCwktJ5sA,What You Did to Me Last Night,"Provided to YouTube by Rhino/Elektra

What You Did to Me Last Night · Joe Cocker

Luxury You Can Afford

℗ 1978 Elektra Entertainment Group for the United States and WEA International Inc. for the world outside of the United States.

Unknown: Alex Sadk",209,1
10028704,https://www.youtube.com/watch?v=ECthwXH-NBY,I Know (You Don't Want Me No More),"Provided to YouTube by Rhino/Elektra

I Know (You Don't Want Me No More) · Joe Cocker

Luxury You Can Afford

℗ 1978 WEA International. Elektra Entertainment. A Division of Warner Communications.

Unknown: Alex Sadkin
Producer: Allen Toussaint
Backing ",189,1
10028704,https://www.youtube.com/watch?v=Ziv2rtrAL_g,Wasted Years,"Provided to YouTube by Rhino/Elektra

Wasted Years · Joe Cocker

Luxury You Can Afford

℗ 1978 Elektra Entertainment Group for the United States and WEA International Inc. for the world outside of the United States.

Unknown: Alex Sadkin
Producer: Alle",290,1
10028704,https://www.youtube.com/watch?v=2xpFEeBXX9c,Boogie Baby,"Provided to YouTube by Rhino/Elektra

Boogie Baby · Joe Cocker

Luxury You Can Afford

℗ 1978 Elektra Entertainment Group for the United States and WEA International Inc. for the world outside of the United States.

Unknown: Alex Sadkin
String  Arrange",232,1
10028704,https://www.youtube.com/watch?v=oLS0PX4qTzQ,Lady Put the Light Out,"Provided to YouTube by Rhino/Elektra

Lady Put the Light Out · Joe Cocker

Luxury You Can Afford

℗ 1978 Elektra Entertainment Group for the United States and WEA International Inc. for the world outside of the United States.

Unknown: Alex Sadkin
Prod",287,1
10028704,https://www.youtube.com/watch?v=JbFb8eVZGe4,I Heard It Through the Grapevine,"Provided to YouTube by Rhino/Elektra

I Heard It Through the Grapevine · Joe Cocker

Luxury You Can Afford

℗ 1978 Elektra Entertainment Group for the United States and WEA International Inc. for the world outside of the United States.

Unknown: Alex S",269,1
10028974,https://www.youtube.com/watch?v=q_0EkaO8YW4,#068 - Dimension Psykédélik @ Réveil Hip Hop (2003),"Freestyle de Mimnerme le Mot Dit, Neolitic, Boulabax, Butagaz, Empirik et Kiangany sur Radio Libertaire en 2003.

Retrouvez l'ensemble des freestyles & interviews issus de mes k7 sur http://ripripripmesk7.blogspot.com .",0,1
10045492,https://www.youtube.com/watch?v=aJ-bTQxiPxg,The Originals - Call On Your Six Million Dollar Man,"Class tune from the ""Down to Love Town"" album",354,1
10045492,https://www.youtube.com/watch?v=sYyYkmXsdKQ,the originals - down to love town, ,368,1
10045492,https://www.youtube.com/watch?v=tI0gwZaZv8M,the originals sunrise,,292,1
10045492,https://www.youtube.com/watch?v=tO8KG2xR5VM,the originals been decided,,319,1
10045492,https://www.youtube.com/watch?v=Bpy4YH5N_eo,the originals mother nature' s best,,286,1
10045492,https://www.youtube.com/watch?v=yuDQRMasX6Y,the originals hurry up and wait,,319,1
10045492,https://www.youtube.com/watch?v=0WPwIb2qL7Q,the originals six million dollar man,,351,1
10045492,https://www.youtube.com/watch?v=BpPb2vSh8aI,the originals you are a blessing to me,,360,1
10045492,https://www.youtube.com/watch?v=qO7UJW9NNiU,the originals down to love town,,354,1
10045492,https://www.youtube.com/watch?v=pqYWT90legg,THE ORIGINALS - Sunrise (1977) Soul Motown *Mike & Brenda Sutton,"From The LP ""Down To Love Town / たそがれの愛の街"" VIP-6407 Motown/Victor (1977) Japan
Produced By Mike & Brenda Sutton
Written By Michael B. Sutton, Brenda Sutton & Tom Depierro",297,1
10045492,https://www.youtube.com/watch?v=GWFPWfMCqPk,Down To Love Town,"Provided to YouTube by Universal Music Group

Down To Love Town · The Originals

Down To Love Town

℗ A Motown Records Release; ℗ 1977 UMG Recordings, Inc.

Released on: 1977-08-11

Producer, Associated  Performer, Recording  Arranger, Studio  Personnel, ",360,1
10045492,https://www.youtube.com/watch?v=kmd9szgAsng,Call On Your Six-Million Dollar Man,"Provided to YouTube by Universal Music Group

Call On Your Six-Million Dollar Man · The Originals

Down To Love Town

℗ 1977 Motown Records, a Division of UMG Recordings, Inc.

Released on: 1977-08-11

Producer: Michael B. Sutton
Associated  Performer, Re",357,1
10045492,https://www.youtube.com/watch?v=0jR3G5CVlKo,Sunrise,"Provided to YouTube by Universal Music Group

Sunrise · The Originals

Down To Love Town

℗ 1977 Motown Records, a Division of UMG Recordings, Inc.

Released on: 1977-08-11

Producer: Michael B. Sutton
Composer  Lyricist: Tom DePierro
Composer  Lyricist: ",295,1
10045492,https://www.youtube.com/watch?v=X5bW4KJnU3Y,Been Decided,"Provided to YouTube by Universal Music Group

Been Decided · The Originals

Down To Love Town

℗ 1977 Motown Records, a Division of UMG Recordings, Inc.

Released on: 1977-08-11

Producer: Michael B. Sutton
Associated  Performer, Recording  Arranger: Art ",330,1
10045492,https://www.youtube.com/watch?v=acV3kiLWUds,Mother Nature's Best,"Provided to YouTube by Universal Music Group

Mother Nature's Best · The Originals

Down To Love Town

℗ 1977 Motown Records, a Division of UMG Recordings, Inc.

Released on: 1977-08-11

Producer: Freddie Gorman
Producer: The Originals
Associated  Perform",291,1
10045492,https://www.youtube.com/watch?v=C58r8GCYNbc,Hurry Up And Wait,"Provided to YouTube by Universal Music Group

Hurry Up And Wait · The Originals

Down To Love Town

℗ 1977 Motown Records, a Division of UMG Recordings, Inc.

Released on: 1977-08-11

Producer: Freddie Gorman
Producer: The Originals
Associated  Performer,",327,1
10045492,https://www.youtube.com/watch?v=oLDJQJA4nXA,You Are A Blessing To Me,"Provided to YouTube by Universal Music Group

You Are A Blessing To Me · The Originals

Down To Love Town

℗ 1977 Motown Records, a Division of UMG Recordings, Inc.

Released on: 1977-08-11

Producer: Michael B. Sutton
Associated  Performer, Recording  Ar",366,1
100654,https://www.youtube.com/watch?v=12dWVnSqh3Q,Alma Horton - Lies (Extended Vocal),"(2002) Diaspora Recordings – DIA010
https://www.discogs.com/Alma-Horton-Lies/release/100654",535,1
100654,https://www.youtube.com/watch?v=xBfoeztjQV0,Alma Horton – Lies (Sweet Abraham's Depth Charge),"Label: Diaspora Recordings
Country: US 🇺🇸
Release: 2002

And yet another US Deep House Gem on the list ! What I like with this track is its Minimal House Groove.
Hope you enjoy the ride ! 
Thanks and congrats to everyone involved in the making of this tun",373,1
100654,https://www.youtube.com/watch?v=12dWVnSqh3Q,Alma Horton - Lies (Extended Vocal),"(2002) Diaspora Recordings – DIA010
https://www.discogs.com/Alma-Horton-Lies/release/100654",535,1
100654,https://www.youtube.com/watch?v=xBfoeztjQV0,Alma Horton – Lies (Sweet Abraham's Depth Charge),"Label: Diaspora Recordings
Country: US 🇺🇸
Release: 2002

And yet another US Deep House Gem on the list ! What I like with this track is its Minimal House Groove.
Hope you enjoy the ride ! 
Thanks and congrats to everyone involved in the making of this tun",373,1
10066421,https://www.youtube.com/watch?v=hQX7Zub0ZdI,HOME - We're Finally Landing,"LP : Before The Night (2014). Written & Produced By Randy Goffe. LP Available As A Free Download Here : https://soundcloud.com/home-2001
- Special Thanks To NorthernLight For The Link.
- Video Extracted From : https://archive.org/details/25_years_of_progr",273,1
10066421,https://www.youtube.com/watch?v=hQX7Zub0ZdI,HOME - We're Finally Landing,"LP : Before The Night (2014). Written & Produced By Randy Goffe. LP Available As A Free Download Here : https://soundcloud.com/home-2001
- Special Thanks To NorthernLight For The Link.
- Video Extracted From : https://archive.org/details/25_years_of_progr",273,1
10082296,https://www.youtube.com/watch?v=ZKe7KUE-yQE,Fiona Prince - High On You Again (Groove Deluxe Instrumental),"Lee Hamblin & Simon Law, 2000
https://www.discogs.com/release/466636-Fiona-Prince-High-On-You-Again

Message me if you own this and would like me to take it down!",361,1
10082296,https://www.youtube.com/watch?v=xOid6NTg4LE,Fiona Prince - High On You Again (8 Jam Mix) (-2ooo-),"https://www.ebay.com/usr/$$...sneaky...!-.-!...vibez...$$
https://www.facebook.com/Ultimate-Selection-294599427235176/
https://www.discogs.com/de/seller/c2t/profile
http://djearflip.blogspot.com/
https://www.youtube.com/channel/UCnSAftT-qrcl9lYua8quysA/vi",148,1
10082296,https://www.youtube.com/watch?v=vNumpG5OS6E,Fiona Prince - High On You Again (Marvel & Eli Remix),,329,1
10082296,https://www.youtube.com/watch?v=EG-ATioFjkQ,High On You Remix.wmv,"High On You, Re-Mixed and Produced by Groove Deluxe, Featuring Fiona Prince.",356,1
10082296,https://www.youtube.com/watch?v=tYRd-YgT0zI,Fiona Prince – High On You Again (Marvel & Eli Instrumental),"Label: Disco Volante 
Country: UK 🇬🇧
Release: 2000

Instrumental Uk Garage 🪕
Hope you enjoy the ride ! 
Thanks and congrats to everyone involved in the making of this tune.

https://www.discogs.com/fr/master/162096-Fiona-Prince-High-On-You-Again

Track up",376,1
10082296,https://www.youtube.com/watch?v=AWrdPEni8C4,High on you again - FIONA PRINCE,,228,1
100833,https://www.youtube.com/watch?v=Fk8yXZaD-7s,Sponky People ‎– E-Update (Original Mix),"Sponky People ‎– Groove 3 / Blackhole / E-Update

Label: Sog Records ‎– SOG 004
Format: Vinyl, 12"" 
Country: Switzerland
Released: 2000
Genre: Electronic
Style: Progressive House, Tech House",424,1
100833,https://www.youtube.com/watch?v=Ugn6QShh8-I,Sponky People ‎– Blackhole (Original Mix),"Sponky People ‎– Groove 3 / Blackhole / E-Update

Label: Sog Records ‎– SOG 004
Format: Vinyl, 12"" 
Country: Switzerland
Released: 2000
Genre: Electronic
Style: Progressive House, Tech House",488,1
100833,https://www.youtube.com/watch?v=zTn_Q5ZWUBs,Sponky People - Groove 3 (Sog Records),"Sponky People - Groove 3 (Sog Records) (SOG 004) Written & Produced by Tobias Wirz & Stefan Leu ,Progressive House ,2000",544,1
100833,https://www.youtube.com/watch?v=0XfyjGmZ9NY,Sponky People - Blackhole (Sog Records),"Sponky People - Blackhole (Sog Records) (SOG 004) Written & Produced by Tobias Wirz ,Stefan Leu & Harry Mariani ,Progressive House , 2000",494,1
100833,https://www.youtube.com/watch?v=RtU8j4wiQic,Sponky People - E-Update (Sog Records),"Sponky People - E-Update (Sog Records) (SOG 004) Written & Produced by Harry Mariani ,Progressive House ,2000",431,1
100833,https://www.youtube.com/watch?v=Fk8yXZaD-7s,Sponky People ‎– E-Update (Original Mix),"Sponky People ‎– Groove 3 / Blackhole / E-Update

Label: Sog Records ‎– SOG 004
Format: Vinyl, 12"" 
Country: Switzerland
Released: 2000
Genre: Electronic
Style: Progressive House, Tech House",424,1
100833,https://www.youtube.com/watch?v=Ugn6QShh8-I,Sponky People ‎– Blackhole (Original Mix),"Sponky People ‎– Groove 3 / Blackhole / E-Update

Label: Sog Records ‎– SOG 004
Format: Vinyl, 12"" 
Country: Switzerland
Released: 2000
Genre: Electronic
Style: Progressive House, Tech House",488,1
100833,https://www.youtube.com/watch?v=zTn_Q5ZWUBs,Sponky People - Groove 3 (Sog Records),"Sponky People - Groove 3 (Sog Records) (SOG 004) Written & Produced by Tobias Wirz & Stefan Leu ,Progressive House ,2000",544,1
100833,https://www.youtube.com/watch?v=0XfyjGmZ9NY,Sponky People - Blackhole (Sog Records),"Sponky People - Blackhole (Sog Records) (SOG 004) Written & Produced by Tobias Wirz ,Stefan Leu & Harry Mariani ,Progressive House , 2000",494,1
100833,https://www.youtube.com/watch?v=RtU8j4wiQic,Sponky People - E-Update (Sog Records),"Sponky People - E-Update (Sog Records) (SOG 004) Written & Produced by Harry Mariani ,Progressive House ,2000",431,1
10094904,https://www.youtube.com/watch?v=tbz4WaEtROo,S.O,"Provided to YouTube by BWSCD Inc

S.O · Kelly Lee Owens

Kelly Lee Owens

℗ 2017 Smalltown Supersound

Released on: 2017-03-24

Main Artist: Kelly Lee Owens
Producer: Kelly Lee Owens
Composer Lyricist: Kelly Lee Owens
Composer Lyricist: James Greenwood

A",193,1
10094904,https://www.youtube.com/watch?v=ibrp8n49-4c,Arthur,"Provided to YouTube by BWSCD Inc

Arthur · Kelly Lee Owens

Kelly Lee Owens

℗ 2017 Smalltown Supersound

Released on: 2017-03-24

Main Artist: Kelly Lee Owens
Producer: Kelly Lee Owens
Composer Lyricist: Kelly Lee Owens
Composer Lyricist: James Greenwood",246,1
10094904,https://www.youtube.com/watch?v=FdDf2Ib4B64,Kelly Lee Owens – Anxi (Official),"‘Anxi’ from Kelly Lee Owens’s self-titled album is available here:
https://kellyleeowens.lnk.to/KLO

Follow Kelly Lee Owens on:

Facebook
https://kellyleeowens.lnk.to/Facebook

Twitter
https://kellyleeowens.lnk.to/Twitter

Instagram
https://kellyleeowens.",232,1
10094904,https://www.youtube.com/watch?v=GvVLuk1KGxc,Lucid,"Provided to YouTube by BWSCD Inc

Lucid · Kelly Lee Owens

Lucid

℗ 2017 Smalltown Supersound

Released on: 2017-02-09

Main Artist: Kelly Lee Owens

Auto-generated by YouTube.",213,1
10094904,https://www.youtube.com/watch?v=3skhDjnCWlg,Evolution,"Provided to YouTube by BWSCD Inc

Evolution · Kelly Lee Owens

Kelly Lee Owens

℗ 2017 Smalltown Supersound

Released on: 2017-03-24

Main Artist: Kelly Lee Owens
Producer: Kelly Lee Owens
Composer Lyricist: Kelly Lee Owens
Composer Lyricist: James Greenw",243,1
10094904,https://www.youtube.com/watch?v=MvbkS-BGFVY,Bird,"Provided to YouTube by BWSCD Inc

Bird · Kelly Lee Owens

Kelly Lee Owens

℗ 2017 Smalltown Supersound

Released on: 2017-03-24

Main Artist: Kelly Lee Owens
Producer: Kelly Lee Owens
Composer Lyricist: Kelly Lee Owens
Composer Lyricist: James Greenwood

",316,1
10094904,https://www.youtube.com/watch?v=IzEaFeIwbuk,Kelly Lee Owens - Throwing Lines,"""Kelly Lee Owens"" out now on Smalltown Supersound.

https://kellyleeowens.bandcamp.com
https://facebook.com/kellyleeowens
https://soundcloud.com/kellyleeowens

For more new music, follow my weekly Spotify playlist ""Compact Cassette"" (https://open.spotify.",187,1
10094904,https://www.youtube.com/watch?v=AdoJFbDUnU4,Kelly Lee Owens - CBM,"‘CBM’ from Kelly Lee Owens’s self-titled album is available here:
https://kellyleeowens.lnk.to/KLO

Follow Kelly Lee Owens on:

Facebook
https://kellyleeowens.lnk.to/Facebook

Twitter
https://kellyleeowens.lnk.to/Twitter

Instagram
https://kellyleeowens.l",299,1
10094904,https://www.youtube.com/watch?v=NsfYDwsWhRU,Keep Walking,"Provided to YouTube by BWSCD Inc

Keep Walking · Kelly Lee Owens

Kelly Lee Owens

℗ 2017 Smalltown Supersound

Released on: 2017-03-24

Main Artist: Kelly Lee Owens
Producer: Kelly Lee Owens
Producer: James Greenwood
Composer Lyricist: Kelly Lee Owens
Co",284,1
10094904,https://www.youtube.com/watch?v=_4GvpNakBAM,8,"Provided to YouTube by BWSCD Inc

8 · Kelly Lee Owens

Kelly Lee Owens

℗ 2017 Smalltown Supersound

Released on: 2017-03-24

Main Artist: Kelly Lee Owens
Producer: Kelly Lee Owens
Composer Lyricist: Kelly Lee Owens
Composer Lyricist: James Greenwood

Aut",580,1
10097790,https://www.youtube.com/watch?v=DUoSc8nCYeY,the Riats - Sunday morning (Nederbeat) | (Den Haag) 1967,"the Riats uit Den Haag met ""Sunday morning"" (Omega 35796) 1967
Other side:  https://www.youtube.com/watch?v=EESuOx2bTUs

Bezetting:
Co van der Hoeven 
Steve Biesot 
Frans Doolaard
Louis Debij 

#Nederbeat #Riats #Dutchpop #Nederbiet",183,1
10097790,https://www.youtube.com/watch?v=voV_e0IKwzs,the riats run run run,the riats run run run,191,1
10097790,https://www.youtube.com/watch?v=DUoSc8nCYeY,the Riats - Sunday morning (Nederbeat) | (Den Haag) 1967,"the Riats uit Den Haag met ""Sunday morning"" (Omega 35796) 1967
Other side:  https://www.youtube.com/watch?v=EESuOx2bTUs

Bezetting:
Co van der Hoeven 
Steve Biesot 
Frans Doolaard
Louis Debij 

#Nederbeat #Riats #Dutchpop #Nederbiet",183,1
10097790,https://www.youtube.com/watch?v=voV_e0IKwzs,the riats run run run,the riats run run run,191,1
1010154,https://www.youtube.com/watch?v=mHyxPIh3c5w,"Patti Austin & James Ingram - Baby, Come To Me • TopPop","James Edward Ingram (February 16, 1952 – January 29, 2019) was an American singer, songwriter, musician and record producer. He was a two-time Grammy Award-winner and a two-time Academy Award nominee for Best Original Song.
Ingram, an Ohio native, got his",211,1
1010154,https://www.youtube.com/watch?v=Dk3s4HYImwo,Patti Austin - Solero,,151,1
1010154,https://www.youtube.com/watch?v=mHyxPIh3c5w,"Patti Austin & James Ingram - Baby, Come To Me • TopPop","James Edward Ingram (February 16, 1952 – January 29, 2019) was an American singer, songwriter, musician and record producer. He was a two-time Grammy Award-winner and a two-time Academy Award nominee for Best Original Song.
Ingram, an Ohio native, got his",211,1
101026,https://www.youtube.com/watch?v=m-LJLgrcvow,Code-14 - No Limits (Hard Trance Mix) - 1995,"Ripeado De Vinilo,Con Technics 1200 mk2,Capsula Ortofon Concorde,Pitch A 0,Ecualizacion Plana Con Ganancia De -3Db,En Wav De 24 Bits....
Pero YouTube Lo Reproduce A Mp3 De 128kbps,Asi Que Si Lo Descargas No Pierdas Espacio Guardandolo A Mas Kbps....",378,1
101026,https://www.youtube.com/watch?v=VMMRz-qJIsA,Code-14 - No Limits (Original Mix) - 1995,"Ripeado De Vinilo,Con Technics 1200 mk2,Capsula Ortofon Concorde,Pitch A 0,Ecualizacion Plana Con Ganancia De -3Db,En Wav De 24 Bits....
Pero YouTube Lo Reproduce A Mp3 De 128kbps,Asi Que Si Lo Descargas No Pierdas Espacio Guardandolo A Mas Kbps....",369,1
101026,https://www.youtube.com/watch?v=m-LJLgrcvow,Code-14 - No Limits (Hard Trance Mix) - 1995,"Ripeado De Vinilo,Con Technics 1200 mk2,Capsula Ortofon Concorde,Pitch A 0,Ecualizacion Plana Con Ganancia De -3Db,En Wav De 24 Bits....
Pero YouTube Lo Reproduce A Mp3 De 128kbps,Asi Que Si Lo Descargas No Pierdas Espacio Guardandolo A Mas Kbps....",378,1
101026,https://www.youtube.com/watch?v=VMMRz-qJIsA,Code-14 - No Limits (Original Mix) - 1995,"Ripeado De Vinilo,Con Technics 1200 mk2,Capsula Ortofon Concorde,Pitch A 0,Ecualizacion Plana Con Ganancia De -3Db,En Wav De 24 Bits....
Pero YouTube Lo Reproduce A Mp3 De 128kbps,Asi Que Si Lo Descargas No Pierdas Espacio Guardandolo A Mas Kbps....",369,1
101026,https://www.youtube.com/watch?v=-AribjVpGgA,Code-14 - No Limits (Hardtrance Mix),"No Limits EP
Label: United Ravers Records  
Catalog#: URR 014  
Format: Vinyl, 12""
Country: Germany 
Released: 1995 
Genre: Electronic  
Style: Hard Trance  
Credits: Written-By, Produced-By - Daniele Musetti & Michele Luginbühl",376,1
101026,https://www.youtube.com/watch?v=l-P_FC9XLvM,Code14 - No Limits (Ambient Chillout mix),I Dont Own Nothing. I Own No Copyright,361,1
101026,https://www.youtube.com/watch?v=pGcpzIWBWZQ,Code-14 - No Limits (Original Mix) - United Ravers Records - 1995,"Code-14 - No Limits
Label: United Ravers Records
Catalog#: URR 014
Format: Vinyl, 12""
Country: Germany
Released: 1995
Style: Hard Trance",369,1
101026,https://www.youtube.com/watch?v=mtYi9gktM18,Code - 14 - No Limits (Ambient Dream Mix) 45 RPM,"Code - 14 - No Limits

Label: Steel Wheel
Released: 1995
Format: Vinyl, 12""

Discogs: https://www.discogs.com/Code-14-No-Limits/release/2648513

Dreamy ambient track coming from Italy in the mid 90's on the back of a hard trance record. I prefer it played",265,1
10117670,https://www.youtube.com/watch?v=TDdsjduZdUs,Atlantis,"Provided to YouTube by Virtual Label LLC

Atlantis · Sun Ra

Atlantis

℗ 2014 Enterplanetary Koncepts

Released on: 2014-04-01

Producer: Irwin Chusid
Producer: Michael D. Anderson
Composer: Sun Ra
Music Publisher: Enterplanetary Koncepts BMI

Auto-genera",0,1
10117670,https://www.youtube.com/watch?v=ggCADL2AOTE,Lemuria,"Provided to YouTube by Virtual Label LLC

Lemuria · Sun Ra

Atlantis

℗ 2014 Enterplanetary Koncepts

Released on: 2014-04-01

Producer: Irwin Chusid
Producer: Michael D. Anderson
Composer: Sun Ra
Music Publisher: Enterplanetary Koncepts BMI

Auto-generat",300,1
